source,target,relation,dataset
b34b77ac-589a-4a02-af8f-2a9f89c13cd4,id-85c87009-dfb7-4e70-8c33-43c9701eb932,CompositionRelationship,EA ModelSet
b34b77ac-589a-4a02-af8f-2a9f89c13cd4,id-86ac84da-290f-4e19-8f0a-7627f5d4f032,CompositionRelationship,EA ModelSet
id-707de530-561c-409d-bbcf-36aaa2c9ec23,a1153ed1-9e00-4d80-9bbf-27fc6fcf76a2,TriggeringRelationship,EA ModelSet
a1153ed1-9e00-4d80-9bbf-27fc6fcf76a2,id-85c87009-dfb7-4e70-8c33-43c9701eb932,TriggeringRelationship,EA ModelSet
id-85c87009-dfb7-4e70-8c33-43c9701eb932,id-86ac84da-290f-4e19-8f0a-7627f5d4f032,TriggeringRelationship,EA ModelSet
b34b77ac-589a-4a02-af8f-2a9f89c13cd4,id-9398c1f9-2084-446a-8aae-56c481a61079,CompositionRelationship,EA ModelSet
id-86ac84da-290f-4e19-8f0a-7627f5d4f032,id-9398c1f9-2084-446a-8aae-56c481a61079,TriggeringRelationship,EA ModelSet
id-14e204a8-ad44-41ee-a545-4b76d78e8bc0,id-7de26ca1-16ec-4bc1-ab85-ffd7732da827,AssignmentRelationship,EA ModelSet
id-2035446e-8071-4d81-b40e-2ce018b03221,d33a98da-fb94-4c01-a5d5-406e59e247bb,CompositionRelationship,EA ModelSet
id-2035446e-8071-4d81-b40e-2ce018b03221,id-88f17ed2-86b0-420d-8ac4-888fefe81dd6,CompositionRelationship,EA ModelSet
id-2035446e-8071-4d81-b40e-2ce018b03221,bf0d677f-5378-411e-8e36-813ff03a2ad4,CompositionRelationship,EA ModelSet
id-88f17ed2-86b0-420d-8ac4-888fefe81dd6,id-14e204a8-ad44-41ee-a545-4b76d78e8bc0,CompositionRelationship,EA ModelSet
id-88f17ed2-86b0-420d-8ac4-888fefe81dd6,fbed404b-d5e7-4eda-91bd-88622b87f112,CompositionRelationship,EA ModelSet
bf0d677f-5378-411e-8e36-813ff03a2ad4,b7bcb2c7-93f2-4076-abd6-cdd60f8ddee6,CompositionRelationship,EA ModelSet
id-2035446e-8071-4d81-b40e-2ce018b03221,id-31a267c2-8d4f-41e6-99a3-94370dfa282d,CompositionRelationship,EA ModelSet
id-69f5f762-b248-4f90-ae33-b2a67a68ed7d,id-4dc54042-2422-4d2d-806e-18225e57ff12,CompositionRelationship,EA ModelSet
id-69f5f762-b248-4f90-ae33-b2a67a68ed7d,e5f76961-73e3-4343-9072-d44918a3b505,CompositionRelationship,EA ModelSet
b7bcb2c7-93f2-4076-abd6-cdd60f8ddee6,id-69f5f762-b248-4f90-ae33-b2a67a68ed7d,AssignmentRelationship,EA ModelSet
id-31a267c2-8d4f-41e6-99a3-94370dfa282d,f72be4c1-4774-4825-babc-0ec9f0c49bfc,CompositionRelationship,EA ModelSet
c4a1380a-bd4e-48ec-afc4-c4a9cda3277e,fbed404b-d5e7-4eda-91bd-88622b87f112,ServingRelationship,EA ModelSet
c4a1380a-bd4e-48ec-afc4-c4a9cda3277e,id-14e204a8-ad44-41ee-a545-4b76d78e8bc0,ServingRelationship,EA ModelSet
e78586da-d6fb-46a6-bea3-95f8ddef62d0,id-4aa30799-046f-4aa0-8aa3-e4506d199512,AssociationRelationship,EA ModelSet
fbed404b-d5e7-4eda-91bd-88622b87f112,id-4aa30799-046f-4aa0-8aa3-e4506d199512,AssociationRelationship,EA ModelSet
id-2c145590-a800-49fe-8177-4a72a536cfd7,b34b77ac-589a-4a02-af8f-2a9f89c13cd4,ServingRelationship,EA ModelSet
bf0d677f-5378-411e-8e36-813ff03a2ad4,id-428ef634-29aa-47d2-892c-b7714ebb2bbf,AssociationRelationship,EA ModelSet
id-2c145590-a800-49fe-8177-4a72a536cfd7,id-4dc54042-2422-4d2d-806e-18225e57ff12,ServingRelationship,EA ModelSet
e5f76961-73e3-4343-9072-d44918a3b505,id-108b7c6a-7d8e-47be-8549-73ad44d80988,ServingRelationship,EA ModelSet
id-108b7c6a-7d8e-47be-8549-73ad44d80988,id-82e7a73c-5ff3-437c-a60e-ecbd81ca6e30,ServingRelationship,EA ModelSet
id-032e1f3c-5d23-48f2-b82e-4c65cd42bd96,id-428ef634-29aa-47d2-892c-b7714ebb2bbf,CompositionRelationship,EA ModelSet
id-21555ab7-f906-4a28-b39b-80d9f36eb649,id-6a094be6-e38e-4c30-9209-ad8a637d6c88,CompositionRelationship,EA ModelSet
id-5ab0224e-cb3b-42b3-bf81-ea796c572fdd,id-489b6d3b-ba5f-44df-9b02-801d170b0ec3,CompositionRelationship,EA ModelSet
dc7664a3-9007-4452-a838-b87e4b8944c9,id-8dc8be06-2b46-47d0-80b4-37911247efcd,AssociationRelationship,EA ModelSet
id-5ab0224e-cb3b-42b3-bf81-ea796c572fdd,id-8dc8be06-2b46-47d0-80b4-37911247efcd,AssociationRelationship,EA ModelSet
id-8dc8be06-2b46-47d0-80b4-37911247efcd,id-44df4651-da12-40f0-bb42-51c9ab633246,AssociationRelationship,EA ModelSet
id-8dc8be06-2b46-47d0-80b4-37911247efcd,id-032e1f3c-5d23-48f2-b82e-4c65cd42bd96,AssociationRelationship,EA ModelSet
id-0d842ec2-d0e7-4b20-af2d-c105bbd49430,id-8dc8be06-2b46-47d0-80b4-37911247efcd,AssociationRelationship,EA ModelSet
id-21555ab7-f906-4a28-b39b-80d9f36eb649,id-8dc8be06-2b46-47d0-80b4-37911247efcd,AssociationRelationship,EA ModelSet
id-809869e5-630c-497d-bf98-eb03ee6d26cb,id-428ef634-29aa-47d2-892c-b7714ebb2bbf,AssociationRelationship,EA ModelSet
id-4f3ca1dc-71c6-4a36-acf5-ad7ca9882b62,id-6a094be6-e38e-4c30-9209-ad8a637d6c88,AssociationRelationship,EA ModelSet
id-28d2b0d9-5c44-4aa2-97b6-1f99d3650ab0,id-70db3c51-ae73-42f0-b4bd-6f7770f1d6c1,CompositionRelationship,EA ModelSet
id-28d2b0d9-5c44-4aa2-97b6-1f99d3650ab0,a182b50a-7e41-477d-9068-c9c8abd1fb08,CompositionRelationship,EA ModelSet
id-31a267c2-8d4f-41e6-99a3-94370dfa282d,id-28d2b0d9-5c44-4aa2-97b6-1f99d3650ab0,AssignmentRelationship,EA ModelSet
id-28d2b0d9-5c44-4aa2-97b6-1f99d3650ab0,a7e11027-3c42-4162-b181-8223fb65c17c,AccessRelationship,EA ModelSet
f72be4c1-4774-4825-babc-0ec9f0c49bfc,id-6a094be6-e38e-4c30-9209-ad8a637d6c88,AssociationRelationship,EA ModelSet
id-9fb3507f-8acd-4cf2-b32e-5d708a7e2bee,id-2c145590-a800-49fe-8177-4a72a536cfd7,AssociationRelationship,EA ModelSet
id-2c145590-a800-49fe-8177-4a72a536cfd7,id-9fb3507f-8acd-4cf2-b32e-5d708a7e2bee,ServingRelationship,EA ModelSet
id-2035446e-8071-4d81-b40e-2ce018b03221,id-2c145590-a800-49fe-8177-4a72a536cfd7,AssociationRelationship,EA ModelSet
bf0d677f-5378-411e-8e36-813ff03a2ad4,id-108b7c6a-7d8e-47be-8549-73ad44d80988,AssociationRelationship,EA ModelSet
bf0d677f-5378-411e-8e36-813ff03a2ad4,id-33e92d7b-1597-4a6c-ae37-b289157e7db0,AssignmentRelationship,EA ModelSet
id-108b7c6a-7d8e-47be-8549-73ad44d80988,b732a385-ff47-4b49-8104-bdf27d2f7968,ServingRelationship,EA ModelSet
id-108b7c6a-7d8e-47be-8549-73ad44d80988,id-2f2e050e-f7cc-43f2-8c22-4bc8f2ba500d,ServingRelationship,EA ModelSet
a910c5a8-8128-4caa-a92f-89874512d336,id-8a78955e-fa1b-451e-8c6d-0f3b5fb6370e,CompositionRelationship,EA ModelSet
c72cb3d9-484d-4c23-9348-c45ddb737168,b34b77ac-589a-4a02-af8f-2a9f89c13cd4,AssignmentRelationship,EA ModelSet
id-88f17ed2-86b0-420d-8ac4-888fefe81dd6,c72cb3d9-484d-4c23-9348-c45ddb737168,CompositionRelationship,EA ModelSet
id-0d842ec2-d0e7-4b20-af2d-c105bbd49430,id-3812f726-e5f1-44b1-9528-9edadcfb8847,CompositionRelationship,EA ModelSet
c72cb3d9-484d-4c23-9348-c45ddb737168,id-3812f726-e5f1-44b1-9528-9edadcfb8847,AssociationRelationship,EA ModelSet
de6064eb-4c15-4d1a-8afd-7cd13271e6b6,id-2c145590-a800-49fe-8177-4a72a536cfd7,AssociationRelationship,EA ModelSet
id-4770d005-aa9a-4f2b-9de0-a6d13d4929cf,de6064eb-4c15-4d1a-8afd-7cd13271e6b6,AggregationRelationship,EA ModelSet
id-4770d005-aa9a-4f2b-9de0-a6d13d4929cf,id-2c145590-a800-49fe-8177-4a72a536cfd7,AssociationRelationship,EA ModelSet
id-7808fe34-03fc-47dd-8e92-fa59c695ff53,id-7de26ca1-16ec-4bc1-ab85-ffd7732da827,ServingRelationship,EA ModelSet
id-9fb3507f-8acd-4cf2-b32e-5d708a7e2bee,a81d2bed-9ea9-47c4-96a6-2a6bcf695d58,AccessRelationship,EA ModelSet
a7e11027-3c42-4162-b181-8223fb65c17c,id-2c145590-a800-49fe-8177-4a72a536cfd7,AssociationRelationship,EA ModelSet
id-7808fe34-03fc-47dd-8e92-fa59c695ff53,id-14e204a8-ad44-41ee-a545-4b76d78e8bc0,ServingRelationship,EA ModelSet
id-88f17ed2-86b0-420d-8ac4-888fefe81dd6,c6fc6418-92ec-4b82-be53-5ce66ee8a006,ServingRelationship,EA ModelSet
d33a98da-fb94-4c01-a5d5-406e59e247bb,c6fc6418-92ec-4b82-be53-5ce66ee8a006,ServingRelationship,EA ModelSet
id-31a267c2-8d4f-41e6-99a3-94370dfa282d,c6fc6418-92ec-4b82-be53-5ce66ee8a006,ServingRelationship,EA ModelSet
bf0d677f-5378-411e-8e36-813ff03a2ad4,c6fc6418-92ec-4b82-be53-5ce66ee8a006,ServingRelationship,EA ModelSet
d33a98da-fb94-4c01-a5d5-406e59e247bb,id-066d03a6-d49c-48f6-92d3-5a5024e8cd44,ServingRelationship,EA ModelSet
id-31a267c2-8d4f-41e6-99a3-94370dfa282d,id-066d03a6-d49c-48f6-92d3-5a5024e8cd44,ServingRelationship,EA ModelSet
bf0d677f-5378-411e-8e36-813ff03a2ad4,id-066d03a6-d49c-48f6-92d3-5a5024e8cd44,ServingRelationship,EA ModelSet
id-8a78955e-fa1b-451e-8c6d-0f3b5fb6370e,c72cb3d9-484d-4c23-9348-c45ddb737168,AssociationRelationship,EA ModelSet
fbed404b-d5e7-4eda-91bd-88622b87f112,id-0bf22e34-4f97-448a-94e5-abc2e88926f9,TriggeringRelationship,EA ModelSet
id-3e8e612d-b7ff-40b1-b4b5-80f27ed8bb68,id-0766afca-b4ba-4f19-85f4-61d652efd42f,AccessRelationship,EA ModelSet
fbed404b-d5e7-4eda-91bd-88622b87f112,id-0766afca-b4ba-4f19-85f4-61d652efd42f,AccessRelationship,EA ModelSet
id-0bf22e34-4f97-448a-94e5-abc2e88926f9,id-2c145590-a800-49fe-8177-4a72a536cfd7,AssociationRelationship,EA ModelSet
id-3e8e612d-b7ff-40b1-b4b5-80f27ed8bb68,id-4aa30799-046f-4aa0-8aa3-e4506d199512,AssociationRelationship,EA ModelSet
id-0bf22e34-4f97-448a-94e5-abc2e88926f9,de6064eb-4c15-4d1a-8afd-7cd13271e6b6,AccessRelationship,EA ModelSet
id-3e8e612d-b7ff-40b1-b4b5-80f27ed8bb68,id-0ce4084e-4765-4fc4-b418-db9650809e25,TriggeringRelationship,EA ModelSet
id-14e204a8-ad44-41ee-a545-4b76d78e8bc0,e78586da-d6fb-46a6-bea3-95f8ddef62d0,AssignmentRelationship,EA ModelSet
id-4ffa3ae1-5a6f-458e-9153-fb99a635c6ad,c4a1380a-bd4e-48ec-afc4-c4a9cda3277e,TriggeringRelationship,EA ModelSet
id-4ffa3ae1-5a6f-458e-9153-fb99a635c6ad,id-0766afca-b4ba-4f19-85f4-61d652efd42f,AccessRelationship,EA ModelSet
c4a1380a-bd4e-48ec-afc4-c4a9cda3277e,id-8548310a-86ca-464e-b018-e197d3fd3b3c,AccessRelationship,EA ModelSet
e78586da-d6fb-46a6-bea3-95f8ddef62d0,id-0766afca-b4ba-4f19-85f4-61d652efd42f,AccessRelationship,EA ModelSet
e78586da-d6fb-46a6-bea3-95f8ddef62d0,id-7de26ca1-16ec-4bc1-ab85-ffd7732da827,TriggeringRelationship,EA ModelSet
id-0bf22e34-4f97-448a-94e5-abc2e88926f9,id-4770d005-aa9a-4f2b-9de0-a6d13d4929cf,AccessRelationship,EA ModelSet
id-7de26ca1-16ec-4bc1-ab85-ffd7732da827,id-0bf22e34-4f97-448a-94e5-abc2e88926f9,TriggeringRelationship,EA ModelSet
id-4ffa3ae1-5a6f-458e-9153-fb99a635c6ad,id-4aa30799-046f-4aa0-8aa3-e4506d199512,AssociationRelationship,EA ModelSet
id-33e92d7b-1597-4a6c-ae37-b289157e7db0,id-0766afca-b4ba-4f19-85f4-61d652efd42f,AccessRelationship,EA ModelSet
a7e11027-3c42-4162-b181-8223fb65c17c,id-0766afca-b4ba-4f19-85f4-61d652efd42f,AssociationRelationship,EA ModelSet
bf0d677f-5378-411e-8e36-813ff03a2ad4,id-0766afca-b4ba-4f19-85f4-61d652efd42f,AssociationRelationship,EA ModelSet
id-31a267c2-8d4f-41e6-99a3-94370dfa282d,id-0766afca-b4ba-4f19-85f4-61d652efd42f,AssociationRelationship,EA ModelSet
de6064eb-4c15-4d1a-8afd-7cd13271e6b6,id-4770d005-aa9a-4f2b-9de0-a6d13d4929cf,AssociationRelationship,EA ModelSet
d33a98da-fb94-4c01-a5d5-406e59e247bb,id-428ef634-29aa-47d2-892c-b7714ebb2bbf,AssociationRelationship,EA ModelSet
id-4f3ca1dc-71c6-4a36-acf5-ad7ca9882b62,id-428ef634-29aa-47d2-892c-b7714ebb2bbf,AssociationRelationship,EA ModelSet
id-4aa30799-046f-4aa0-8aa3-e4506d199512,id-2035446e-8071-4d81-b40e-2ce018b03221,AssociationRelationship,EA ModelSet
id-2035446e-8071-4d81-b40e-2ce018b03221,fb3ed4c4-a1b4-44ee-9546-13f8bc72b5a2,AssociationRelationship,EA ModelSet
a7e11027-3c42-4162-b181-8223fb65c17c,id-3ddd3318-e99d-47f9-b192-861ff61cea3c,AssociationRelationship,EA ModelSet
id-7de26ca1-16ec-4bc1-ab85-ffd7732da827,id-7808fe34-03fc-47dd-8e92-fa59c695ff53,TriggeringRelationship,EA ModelSet
id-0766afca-b4ba-4f19-85f4-61d652efd42f,id-3e8e612d-b7ff-40b1-b4b5-80f27ed8bb68,ServingRelationship,EA ModelSet
id-3e8e612d-b7ff-40b1-b4b5-80f27ed8bb68,c4a1380a-bd4e-48ec-afc4-c4a9cda3277e,FlowRelationship,EA ModelSet
id-108b7c6a-7d8e-47be-8549-73ad44d80988,id-0ce4084e-4765-4fc4-b418-db9650809e25,AssociationRelationship,EA ModelSet
id-6e208d35-8c3f-4b18-ae4c-2bc0d579629f,f12b558a-86a1-47c7-9244-da82290aec0c,TriggeringRelationship,EA ModelSet
id-380dd4e9-1792-4bea-86bd-5da95a430d23,id-6e208d35-8c3f-4b18-ae4c-2bc0d579629f,AssociationRelationship,EA ModelSet
f12b558a-86a1-47c7-9244-da82290aec0c,f60a34de-2186-4a46-95e2-9eca996f66fd,AssociationRelationship,EA ModelSet
f12b558a-86a1-47c7-9244-da82290aec0c,f60a34de-2186-4a46-95e2-9eca996f66fd,AccessRelationship,EA ModelSet
f12b558a-86a1-47c7-9244-da82290aec0c,id-204a40c4-63ee-4c3a-9f30-de2049dc9f50,AccessRelationship,EA ModelSet
id-2d9a479d-f6a2-4090-a24f-633e36fdb1f9,id-204a40c4-63ee-4c3a-9f30-de2049dc9f50,AssociationRelationship,EA ModelSet
f60a34de-2186-4a46-95e2-9eca996f66fd,id-2d9a479d-f6a2-4090-a24f-633e36fdb1f9,AssociationRelationship,EA ModelSet
id-204a40c4-63ee-4c3a-9f30-de2049dc9f50,id-2d9a479d-f6a2-4090-a24f-633e36fdb1f9,AssociationRelationship,EA ModelSet
id-02601d46-5380-498a-8475-88946bc412c7,id-6e208d35-8c3f-4b18-ae4c-2bc0d579629f,ServingRelationship,EA ModelSet
id-0ce4084e-4765-4fc4-b418-db9650809e25,ed372fc1-c4e6-4aa7-919a-2f67cc71234c,AccessRelationship,EA ModelSet
id-0ce4084e-4765-4fc4-b418-db9650809e25,id-03e9f785-f0b0-48c9-b560-51138ac9055b,AccessRelationship,EA ModelSet
id-108b7c6a-7d8e-47be-8549-73ad44d80988,ed372fc1-c4e6-4aa7-919a-2f67cc71234c,AssociationRelationship,EA ModelSet
id-108b7c6a-7d8e-47be-8549-73ad44d80988,id-03e9f785-f0b0-48c9-b560-51138ac9055b,AssociationRelationship,EA ModelSet
id-1cbf6fdf-7fe6-4087-8c85-58667af975ff,id-66361169-c86b-4029-b242-c9a5ba5ac893,AssociationRelationship,EA ModelSet
c5587e59-3cbc-494c-8493-0f200e375579,aee6693e-1d06-4c19-a83e-5445222ff5fe,AccessRelationship,EA ModelSet
c5587e59-3cbc-494c-8493-0f200e375579,e55b9494-e93e-4e37-b17f-4910c837c737,TriggeringRelationship,EA ModelSet
e55b9494-e93e-4e37-b17f-4910c837c737,id-66361169-c86b-4029-b242-c9a5ba5ac893,AccessRelationship,EA ModelSet
id-1ee7bca1-c3f2-4b5e-b66e-c00fd62c3165,c5587e59-3cbc-494c-8493-0f200e375579,AssociationRelationship,EA ModelSet
e55b9494-e93e-4e37-b17f-4910c837c737,id-815344dd-3595-4c3f-9fad-33c77a2d615d,ServingRelationship,EA ModelSet
id-815344dd-3595-4c3f-9fad-33c77a2d615d,id-66361169-c86b-4029-b242-c9a5ba5ac893,AccessRelationship,EA ModelSet
f83dffa0-1c4e-4530-b461-459ced7bfa15,id-815344dd-3595-4c3f-9fad-33c77a2d615d,AssociationRelationship,EA ModelSet
id-70f261a3-6704-44a1-8ad0-0d76b05c03b8,c1ee469e-1660-44ee-8a68-24da65bba46d,ServingRelationship,EA ModelSet
c1ee469e-1660-44ee-8a68-24da65bba46d,c3445ab2-65d4-4049-95e3-7549e3dad6bb,TriggeringRelationship,EA ModelSet
c3445ab2-65d4-4049-95e3-7549e3dad6bb,ffd2d279-63fe-47de-879e-2ed80300540a,AccessRelationship,EA ModelSet
id-7705401e-b626-438b-8dfb-e9085bd3cfa4,c1ee469e-1660-44ee-8a68-24da65bba46d,AssociationRelationship,EA ModelSet
id-1281ba47-e238-4af5-ad9b-ae6c3bdba5f8,ffd2d279-63fe-47de-879e-2ed80300540a,AssociationRelationship,EA ModelSet
id-45178a0e-cc57-4b0e-8a84-2b83c7868d30,id-451be2e8-60e2-4e3e-a264-9407c6072f5c,TriggeringRelationship,EA ModelSet
id-451be2e8-60e2-4e3e-a264-9407c6072f5c,id-54def69d-5a88-401b-869e-572391cfee40,ServingRelationship,EA ModelSet
id-54def69d-5a88-401b-869e-572391cfee40,id-869f2ea8-7254-46bc-ba5f-4e8051c597b4,AccessRelationship,EA ModelSet
id-1f843d55-18f3-499a-b791-88eb5ae3b5a2,id-45178a0e-cc57-4b0e-8a84-2b83c7868d30,AssociationRelationship,EA ModelSet
id-54def69d-5a88-401b-869e-572391cfee40,b0405909-d09f-47a0-89c4-0430b70f4447,AssociationRelationship,EA ModelSet
id-869f2ea8-7254-46bc-ba5f-4e8051c597b4,id-57d0e0d5-eb0f-4ef0-8cf5-d8138d4ee84d,AssociationRelationship,EA ModelSet
id-4c3bca79-d0cd-4a5d-b727-b5328bb21822,id-4378b03f-991c-4317-985f-d333254a660d,AccessRelationship,EA ModelSet
id-02b1b102-8678-428c-b4ba-809b7dbb3aa6,id-4c3bca79-d0cd-4a5d-b727-b5328bb21822,TriggeringRelationship,EA ModelSet
id-45178a0e-cc57-4b0e-8a84-2b83c7868d30,id-1d29f156-60c3-4bd5-ac93-95e215492884,AccessRelationship,EA ModelSet
id-02b1b102-8678-428c-b4ba-809b7dbb3aa6,ab539520-42fe-4ee6-b6b2-73af994adcb5,AssociationRelationship,EA ModelSet
id-4378b03f-991c-4317-985f-d333254a660d,d296eb41-7fd6-4e29-8ac5-b9348aa72eec,AssociationRelationship,EA ModelSet
ea10ab57-00fd-434b-ae91-13d9f07f0613,id-02b1b102-8678-428c-b4ba-809b7dbb3aa6,ServingRelationship,EA ModelSet
id-02b1b102-8678-428c-b4ba-809b7dbb3aa6,id-32ef2193-010c-4d4b-bd24-2b987597112a,TriggeringRelationship,EA ModelSet
id-32ef2193-010c-4d4b-bd24-2b987597112a,id-8759e9e0-8c29-416e-8796-585d9f1f9b4c,TriggeringRelationship,EA ModelSet
id-8759e9e0-8c29-416e-8796-585d9f1f9b4c,d4a8d3ce-8c79-438c-9327-ceb24e93f596,AssociationRelationship,EA ModelSet
id-32ef2193-010c-4d4b-bd24-2b987597112a,dc22206e-8d5d-40f2-8795-af01682826be,AssociationRelationship,EA ModelSet
id-45098ddf-3f6e-4463-8daa-372c055cae9b,id-3272bd0c-aa94-4946-8c03-d82b3b99741d,CompositionRelationship,EA ModelSet
id-548b5526-6e69-4911-8213-0f18726a4a74,bdb0452d-dd3d-4a05-9978-366a86b56895,CompositionRelationship,EA ModelSet
id-548b5526-6e69-4911-8213-0f18726a4a74,id-2e6f7a93-987d-4f86-8466-61fcf38590c1,CompositionRelationship,EA ModelSet
id-2035446e-8071-4d81-b40e-2ce018b03221,id-548b5526-6e69-4911-8213-0f18726a4a74,CompositionRelationship,EA ModelSet
id-3812f726-e5f1-44b1-9528-9edadcfb8847,c72cb3d9-484d-4c23-9348-c45ddb737168,AssociationRelationship,EA ModelSet
id-489b6d3b-ba5f-44df-9b02-801d170b0ec3,id-88f17ed2-86b0-420d-8ac4-888fefe81dd6,AssociationRelationship,EA ModelSet
id-88f17ed2-86b0-420d-8ac4-888fefe81dd6,id-489b6d3b-ba5f-44df-9b02-801d170b0ec3,AssociationRelationship,EA ModelSet
b34b77ac-589a-4a02-af8f-2a9f89c13cd4,id-3812f726-e5f1-44b1-9528-9edadcfb8847,AssociationRelationship,EA ModelSet
a81d2bed-9ea9-47c4-96a6-2a6bcf695d58,id-2c145590-a800-49fe-8177-4a72a536cfd7,AssociationRelationship,EA ModelSet
id-9fb3507f-8acd-4cf2-b32e-5d708a7e2bee,id-428ef634-29aa-47d2-892c-b7714ebb2bbf,AssociationRelationship,EA ModelSet
id-12e20b12-834a-45ed-b7f8-a26aa56cd2e5,id-7bb46d06-ad72-4c86-8f24-a2734ce14dc6,CompositionRelationship,EA ModelSet
id-37c07c34-314e-4254-853f-76b587ca31de,e91a1af4-b3a5-4ff4-9cc4-1de42d7c057d,CompositionRelationship,EA ModelSet
ebdceba6-6eef-41f8-8e0f-18ce69d0712f,c98ffd56-3671-43ac-b7b3-1c4db6c7bc6f,AssignmentRelationship,EA ModelSet
fc072ed2-295c-448f-bf1c-cfc9d9b595cc,ebdceba6-6eef-41f8-8e0f-18ce69d0712f,CompositionRelationship,EA ModelSet
fc072ed2-295c-448f-bf1c-cfc9d9b595cc,c98ffd56-3671-43ac-b7b3-1c4db6c7bc6f,AssignmentRelationship,EA ModelSet
id-628b7b87-aaa4-4eae-9b85-5e236a027904,id-71cb4332-806d-45c9-8413-25d012e5487b,CompositionRelationship,EA ModelSet
id-628b7b87-aaa4-4eae-9b85-5e236a027904,c57886ae-ac3d-4f77-a8b9-0cd55a326a99,AssignmentRelationship,EA ModelSet
id-71cb4332-806d-45c9-8413-25d012e5487b,c57886ae-ac3d-4f77-a8b9-0cd55a326a99,AssignmentRelationship,EA ModelSet
id-7b56c041-2147-424a-82cc-60dc76cd2225,id-628b7b87-aaa4-4eae-9b85-5e236a027904,AssociationRelationship,EA ModelSet
id-6b120a7d-b2de-4256-ac53-791508733b80,d8eb9532-9f72-49a7-92d6-34d38a627f11,AssignmentRelationship,EA ModelSet
id-89413d40-3dfb-4ee7-a8ef-ba782207ad51,d8eb9532-9f72-49a7-92d6-34d38a627f11,AssignmentRelationship,EA ModelSet
id-6b120a7d-b2de-4256-ac53-791508733b80,id-89413d40-3dfb-4ee7-a8ef-ba782207ad51,CompositionRelationship,EA ModelSet
id-6b120a7d-b2de-4256-ac53-791508733b80,id-7b56c041-2147-424a-82cc-60dc76cd2225,AssociationRelationship,EA ModelSet
c9d9297a-ff8a-4f51-b884-0c1d3694096f,id-18f94069-2452-4904-a491-7e097db37b2c,AssociationRelationship,EA ModelSet
id-60ef1382-159e-4540-ad9f-625e75593815,id-3a743904-2502-4583-8111-89268fb0d163,AssociationRelationship,EA ModelSet
id-8a53df08-242d-45e9-961e-506a8044c022,f3d21bf1-da5b-47fc-ae3f-98f2d5c3537d,AssociationRelationship,EA ModelSet
b539cc0d-cc9e-4eda-b6c2-e89535f72c01,id-625e9196-e73e-4daf-9d94-b0b897e44133,RealizationRelationship,EA ModelSet
id-2012660e-79ea-4ccb-8bf9-d882c867dc59,d7e7e183-c46e-40cc-b579-ea4a8c3eb8ea,FlowRelationship,EA ModelSet
id-176b10f0-6c2f-426f-8f8f-2aadde9a1d36,id-3ba1451e-730e-4061-8332-413427efbbc3,AssociationRelationship,EA ModelSet
cf02c60e-298d-4404-b0fe-b4ea2f79e8c3,e183cd6a-3dd6-475a-aa69-b20b2a263f09,AssociationRelationship,EA ModelSet
b539cc0d-cc9e-4eda-b6c2-e89535f72c01,edb8478e-e04b-4e3d-aec5-d29af38949a4,AccessRelationship,EA ModelSet
id-8a53df08-242d-45e9-961e-506a8044c022,bca2a227-3c91-48ab-a7f4-b47a60e76bb3,AssociationRelationship,EA ModelSet
id-75a4f1f9-256b-4792-99c1-83996a5f0eff,beba8031-9bcc-4565-93e6-ef12963240f1,CompositionRelationship,EA ModelSet
id-6091a4be-0007-444c-af98-6995084ea53a,id-5668cdd0-84b3-49f0-8eab-fefd10546598,AssociationRelationship,EA ModelSet
f6464c26-22c9-40c6-85e8-bd64652d76db,id-48964070-ad69-47cd-a59e-40c193841542,AssociationRelationship,EA ModelSet
cf02c60e-298d-4404-b0fe-b4ea2f79e8c3,id-589daea3-c1ad-4fcb-bb34-735b3d1308b0,AssociationRelationship,EA ModelSet
id-8a53df08-242d-45e9-961e-506a8044c022,id-40565e2e-93e0-46bf-9d7a-f3daa84c9f8a,AssignmentRelationship,EA ModelSet
aff3dd8c-4564-47a9-94bb-dac3818ac619,beba8031-9bcc-4565-93e6-ef12963240f1,AssociationRelationship,EA ModelSet
e788b469-5cdf-4175-ac12-3c062b0b6791,cf02c60e-298d-4404-b0fe-b4ea2f79e8c3,AssociationRelationship,EA ModelSet
b539cc0d-cc9e-4eda-b6c2-e89535f72c01,id-04ab4be0-db88-4a14-b15c-e112ee213895,AssignmentRelationship,EA ModelSet
id-46685755-bc07-43bb-a58f-c6f0cafbab13,d28ac7cb-d803-4224-bdaa-d144bcb436f0,FlowRelationship,EA ModelSet
id-574676cd-dc7f-4fe9-8cdc-fe4dd33dce1e,ddf1f2df-8ec6-4117-8b4a-1a77d5511034,RealizationRelationship,EA ModelSet
e183cd6a-3dd6-475a-aa69-b20b2a263f09,id-6dfc5c59-f254-4626-aae7-c86f72ad743f,AssociationRelationship,EA ModelSet
bae4ce8a-dc87-4c09-bd2f-0e763f4146a4,b76a4d30-197b-42e1-8cf5-ce19e570a51c,AssociationRelationship,EA ModelSet
id-61b4c7f1-b376-499d-992c-2529ddbc93ca,id-27effc16-4665-4e9e-84d7-4fa5df129948,FlowRelationship,EA ModelSet
id-589daea3-c1ad-4fcb-bb34-735b3d1308b0,a910db28-2966-4c9d-bb59-b589364e5617,AssociationRelationship,EA ModelSet
a4ff20ca-1b93-4b20-ad90-074ab88057fc,f1448545-165e-487b-9130-a9a3cf81416c,AssociationRelationship,EA ModelSet
